Date,Open,High,Low,Close,Adj Close,Volume,Ticker
4/22/2019,50.7075,51.235001,50.584999,51.1325,49.225201,77758000,AAPL
4/23/2019,51.107498,51.9375,50.974998,51.869999,49.935181,93292000,AAPL
4/24/2019,51.84,52.119999,51.762501,51.790001,49.858181,70162400,AAPL
4/25/2019,51.7075,51.939999,51.279999,51.32,49.405708,74172800,AAPL
4/26/2019,51.224998,51.25,50.529999,51.075001,49.169849,74596400,AAPL
4/29/2019,51.099998,51.4925,50.965,51.1525,49.244461,88818800,AAPL
4/30/2019,50.764999,50.849998,49.7775,50.1675,48.296192,186139600,AAPL
5/1/2019,52.470001,53.827499,52.307499,52.630001,50.666843,259309200,AAPL
5/2/2019,52.459999,53.162498,52.032501,52.287498,50.337116,127985200,AAPL
5/3/2019,52.7225,52.959999,52.557499,52.9375,50.962879,83569600,AAPL
5/6/2019,51.072498,52.209999,50.875,52.119999,50.175861,129772400,AAPL
5/7/2019,51.470001,51.855,50.2075,50.715,48.823269,155054800,AAPL
5/8/2019,50.474998,51.334999,50.4375,50.724998,48.832901,105358000,AAPL
5/9/2019,50.099998,50.419998,49.165001,50.18,48.308231,139634400,AAPL
5/10/2019,49.355,49.712502,48.192501,49.294998,47.638996,164834800,AAPL
5/13/2019,46.927502,47.369999,45.712502,46.43,44.870235,229722400,AAPL
5/14/2019,46.602501,47.424999,46.352501,47.165001,45.580559,146118800,AAPL
5/15/2019,46.567501,47.9375,46.505001,47.73,46.126572,106178800,AAPL
5/16/2019,47.477501,48.1175,47.209999,47.52,45.923626,132125600,AAPL
5/17/2019,46.732498,47.724998,46.689999,47.25,45.662697,131516400,AAPL
5/20/2019,45.880001,46.087502,45.07,45.772499,44.234829,154449200,AAPL
5/21/2019,46.305,47,46.174999,46.650002,45.082859,113459200,AAPL
5/22/2019,46.165001,46.427502,45.637501,45.695,44.159935,118994400,AAPL
5/23/2019,44.950001,45.134998,44.452499,44.915001,43.406136,146118800,AAPL
5/24/2019,45.049999,45.535,44.654999,44.7425,43.239433,94858800,AAPL
5/28/2019,44.73,45.147499,44.477501,44.557499,43.060638,111792800,AAPL
5/29/2019,44.105,44.837502,44,44.345001,42.855289,113924800,AAPL
5/30/2019,44.487499,44.807499,44.1675,44.575001,43.077553,84873600,AAPL
5/31/2019,44.057499,44.497501,43.747501,43.767502,42.297176,108174400,AAPL
6/3/2019,43.900002,44.48,42.567501,43.325001,41.869553,161584400,AAPL
6/4/2019,43.860001,44.9575,43.630001,44.91,43.401318,123872000,AAPL
6/5/2019,46.07,46.247501,45.285,45.634998,44.101944,119093600,AAPL
6/6/2019,45.77,46.3675,45.537498,46.305,44.749435,90105200,AAPL
6/7/2019,46.627499,47.98,46.442501,47.537498,45.940533,122737600,AAPL
6/10/2019,47.952499,48.842499,47.904999,48.145,46.527626,104883600,AAPL
6/11/2019,48.715,49,48.400002,48.702499,47.066399,107731600,AAPL
6/12/2019,48.487499,48.9925,48.3475,48.547501,46.916611,73012800,AAPL
6/13/2019,48.674999,49.197498,48.400002,48.537498,46.906944,86698400,AAPL
6/14/2019,47.887501,48.397499,47.575001,48.185001,46.56628,75046000,AAPL
6/17/2019,48.224998,48.740002,48.0425,48.4725,46.844131,58676400,AAPL
6/18/2019,49.012501,50.072498,48.802502,49.612499,47.945831,106204000,AAPL
6/19/2019,49.919998,49.970001,49.327499,49.467499,47.805698,84496800,AAPL
6/20/2019,50.092499,50.1525,49.5075,49.865002,48.18985,86056000,AAPL
6/21/2019,49.700001,50.212502,49.537498,49.695,48.025562,191202400,AAPL
6/24/2019,49.634998,50.040001,49.5425,49.645,47.977234,72881600,AAPL
6/25/2019,49.607498,49.814999,48.822498,48.892502,47.250019,84281200,AAPL
6/26/2019,49.442501,50.247501,49.337502,49.950001,48.271988,104270000,AAPL
6/27/2019,50.072498,50.392502,49.892502,49.935001,48.257488,83598800,AAPL
6/28/2019,49.669998,49.875,49.262501,49.48,47.81778,124442400,AAPL
7/1/2019,50.7925,51.122501,50.162498,50.387501,48.694798,109012000,AAPL
7/2/2019,50.352501,50.782501,50.34,50.682499,48.979877,67740800,AAPL
7/3/2019,50.82,51.110001,50.672501,51.102501,49.385777,45448000,AAPL
7/5/2019,50.837502,51.27,50.724998,51.057499,49.342285,69062000,AAPL
7/8/2019,50.202499,50.349998,49.602501,50.005001,48.325138,101354400,AAPL
7/9/2019,49.799999,50.377499,49.702499,50.310001,48.6199,82312000,AAPL
7/10/2019,50.462502,50.932499,50.389999,50.807499,49.100674,71588400,AAPL
7/11/2019,50.827499,51.0975,50.427502,50.4375,48.743114,80767200,AAPL
7/12/2019,50.612499,51,50.549999,50.825001,49.117599,70380800,AAPL
7/15/2019,51.022499,51.467499,51,51.302502,49.579056,67789600,AAPL
7/16/2019,51.147499,51.5275,50.875,51.125,49.407509,67467200,AAPL
7/17/2019,51.012501,51.272499,50.817501,50.837502,49.129677,56430000,AAPL
7/18/2019,51,51.470001,50.924999,51.415001,49.687771,74162400,AAPL
7/19/2019,51.447498,51.625,50.59,50.647499,48.94606,83717200,AAPL
7/22/2019,50.912498,51.807499,50.9025,51.805,50.064671,89111600,AAPL
7/23/2019,52.115002,52.227501,51.822498,52.209999,50.45607,73420800,AAPL
7/24/2019,51.9175,52.287498,51.7925,52.1675,50.414989,59966400,AAPL
7/25/2019,52.2225,52.310001,51.682499,51.755001,50.016357,55638400,AAPL
7/26/2019,51.869999,52.432499,51.785,51.935001,50.190315,70475600,AAPL
7/29/2019,52.115002,52.66,52.110001,52.419998,50.659019,86693600,AAPL
7/30/2019,52.189999,52.540001,51.827499,52.195,50.441578,135742800,AAPL
7/31/2019,54.105,55.342499,52.825001,53.259998,51.470791,277125600,AAPL
8/1/2019,53.474998,54.5075,51.685001,52.107498,50.357006,216071600,AAPL
8/2/2019,51.3825,51.607498,50.407501,51.005001,49.291546,163448400,AAPL
8/5/2019,49.497501,49.662498,48.145,48.334999,46.711246,209572000,AAPL
8/6/2019,49.077499,49.517502,48.509998,49.25,47.595501,143299200,AAPL
8/7/2019,48.852501,49.889999,48.455002,49.759998,48.088371,133457600,AAPL
8/8/2019,50.049999,50.8825,49.8475,50.857498,49.149006,108038000,AAPL
8/9/2019,50.325001,50.689999,49.822498,50.247501,48.743999,98478800,AAPL
8/12/2019,49.904999,50.512501,49.787498,50.119999,48.620308,89927600,AAPL
8/13/2019,50.255001,53.035,50.119999,52.2425,50.679302,188874000,AAPL
8/14/2019,50.790001,51.610001,50.647499,50.6875,49.170837,146189600,AAPL
8/15/2019,50.865002,51.285,49.9175,50.435001,48.925896,108909600,AAPL
8/16/2019,51.07,51.790001,50.959999,51.625,50.080276,110481600,AAPL
8/19/2019,52.654999,53.182499,52.5075,52.587502,51.013985,97654400,AAPL
8/20/2019,52.720001,53.337502,52.580002,52.59,51.016407,107537200,AAPL
8/21/2019,53.247501,53.412498,52.900002,53.16,51.569347,86141600,AAPL
8/22/2019,53.297501,53.610001,52.6875,53.115002,51.5257,89014800,AAPL
8/23/2019,52.357498,53.012501,50.25,50.66,49.144161,187272000,AAPL
8/26/2019,51.465,51.797501,51.264999,51.622501,50.077854,104174400,AAPL
8/27/2019,51.965,52.137501,50.8825,51.040001,49.512791,103493200,AAPL
8/28/2019,51.025002,51.43,50.830002,51.3825,49.845024,63755200,AAPL
8/29/2019,52.125,52.330002,51.665001,52.252499,50.688995,83962000,AAPL
8/30/2019,52.540001,52.612499,51.799999,52.185001,50.62352,84573600,AAPL
9/3/2019,51.607498,51.744999,51.055,51.424999,49.886272,80092000,AAPL
9/4/2019,52.0975,52.369999,51.830002,52.297501,50.732662,76752400,AAPL
9/5/2019,53,53.4925,52.877499,53.32,51.724564,95654800,AAPL
9/6/2019,53.512501,53.605,53.127499,53.314999,51.719711,77449200,AAPL
9/9/2019,53.709999,54.110001,52.767502,53.5425,51.940399,109237600,AAPL
9/10/2019,53.465,54.195,52.927502,54.174999,52.553978,127111600,AAPL
9/11/2019,54.517502,55.927502,54.432499,55.897499,54.224934,177158400,AAPL
9/12/2019,56.200001,56.605,55.715,55.772499,54.10368,128906800,AAPL
9/13/2019,55,55.197498,54.255001,54.6875,53.051147,159053200,AAPL
9/16/2019,54.432499,55.032501,54.389999,54.974998,53.330036,84632400,AAPL
9/17/2019,54.990002,55.205002,54.779999,55.174999,53.524044,73274800,AAPL
9/18/2019,55.264999,55.712502,54.860001,55.692501,54.02607,101360000,AAPL
9/19/2019,55.502499,55.939999,55.092499,55.240002,53.587101,88242400,AAPL
9/20/2019,55.345001,55.639999,54.3675,54.432499,52.803772,221652400,AAPL
9/23/2019,54.737499,54.959999,54.412498,54.68,53.043873,76662000,AAPL
9/24/2019,55.2575,55.622501,54.297501,54.419998,52.791649,124763200,AAPL
9/25/2019,54.637501,55.375,54.285,55.2575,53.604092,87613600,AAPL
9/26/2019,55,55.235001,54.7075,54.9725,53.327614,75334000,AAPL
9/27/2019,55.134998,55.240002,54.32,54.705002,53.068119,101408000,AAPL
9/30/2019,55.224998,56.145,55.197498,55.9925,54.317097,103909600,AAPL
10/1/2019,56.267502,57.055,56.049999,56.147499,54.467457,139223200,AAPL
10/2/2019,55.764999,55.895,54.482498,54.740002,53.102066,138449200,AAPL
10/3/2019,54.607498,55.240002,53.782501,55.205002,53.553162,114426000,AAPL
10/4/2019,56.41,56.872501,55.9725,56.752499,55.054348,138478800,AAPL
10/7/2019,56.567501,57.482498,56.459999,56.764999,55.066479,122306000,AAPL
10/8/2019,56.455002,57.014999,56.0825,56.099998,54.421371,111820000,AAPL
10/9/2019,56.7575,56.947498,56.41,56.7575,55.0592,74770400,AAPL
10/10/2019,56.982498,57.610001,56.825001,57.522499,55.801315,113013600,AAPL
10/11/2019,58.237499,59.41,58.077499,59.052502,57.285542,166795600,AAPL
10/14/2019,58.724998,59.532501,58.6675,58.967499,57.203075,96427600,AAPL
10/15/2019,59.0975,59.412498,58.720001,58.830002,57.069687,87360000,AAPL
10/16/2019,58.342499,58.810001,58.299999,58.592499,56.839294,73903200,AAPL
10/17/2019,58.772499,59.037498,58.380001,58.82,57.05999,67585200,AAPL
10/18/2019,58.647499,59.395,58.572498,59.102501,57.33403,97433600,AAPL
10/21/2019,59.380001,60.247501,59.330002,60.127499,58.328354,87247200,AAPL
10/22/2019,60.290001,60.549999,59.904999,59.990002,58.194981,82293600,AAPL
10/23/2019,60.525002,60.810001,60.305,60.794998,58.975895,75828800,AAPL
10/24/2019,61.127499,61.200001,60.452499,60.895,59.072914,69275200,AAPL
10/25/2019,60.790001,61.682499,60.720001,61.645,59.800461,73477200,AAPL
10/28/2019,61.855,62.3125,61.68,62.262501,60.39949,96572800,AAPL
10/29/2019,62.2425,62.4375,60.642502,60.822498,59.002575,142839600,AAPL
10/30/2019,61.189999,61.325001,60.302502,60.814999,58.995285,124522000,AAPL
10/31/2019,61.810001,62.2925,59.314999,62.189999,60.329151,139162000,AAPL
11/1/2019,62.384998,63.982498,62.290001,63.955002,62.04134,151125200,AAPL
11/4/2019,64.332497,64.462502,63.845001,64.375,62.448765,103272000,AAPL
11/5/2019,64.262497,64.547501,64.080002,64.282501,62.359047,79897600,AAPL
11/6/2019,64.192497,64.372498,63.842499,64.309998,62.385712,75864400,AAPL
11/7/2019,64.684998,65.087502,64.527496,64.857498,63.105724,94940400,AAPL
11/8/2019,64.672501,65.110001,64.212502,65.035004,63.278446,69986400,AAPL
11/11/2019,64.574997,65.6175,64.57,65.550003,63.779514,81821200,AAPL
11/12/2019,65.387497,65.697502,65.230003,65.489998,63.721134,87388800,AAPL
11/13/2019,65.282501,66.195,65.267502,66.1175,64.331696,102734400,AAPL
11/14/2019,65.9375,66.220001,65.525002,65.660004,63.88657,89182800,AAPL
11/15/2019,65.919998,66.445,65.752502,66.440002,64.645493,100206400,AAPL
11/18/2019,66.449997,66.857498,66.057503,66.775002,64.971458,86703200,AAPL
11/19/2019,66.974998,67,66.347504,66.572502,64.774406,76167200,AAPL
11/20/2019,66.385002,66.519997,65.099998,65.797501,64.020348,106234400,AAPL
11/21/2019,65.922501,66.002502,65.294998,65.502502,63.73333,121395200,AAPL
11/22/2019,65.647499,65.794998,65.209999,65.445,63.677372,65325200,AAPL
11/25/2019,65.677498,66.610001,65.629997,66.592499,64.793877,84020400,AAPL
11/26/2019,66.735001,66.790001,65.625,66.072502,64.28791,105207600,AAPL
11/27/2019,66.394997,66.995003,66.327499,66.959999,65.151443,65235600,AAPL
11/29/2019,66.650002,67,66.474998,66.8125,65.007935,46617600,AAPL
12/2/2019,66.817497,67.0625,65.862503,66.040001,64.256287,94487200,AAPL
12/3/2019,64.577499,64.8825,64.072502,64.862503,63.110588,114430400,AAPL
12/4/2019,65.267502,65.827499,65.169998,65.434998,63.667645,67181600,AAPL
12/5/2019,65.947502,66.472504,65.682503,66.394997,64.601707,74424400,AAPL
12/6/2019,66.870003,67.75,66.824997,67.677498,65.849548,106075600,AAPL
12/9/2019,67.5,67.699997,66.227501,66.730003,64.927658,128042400,AAPL
12/10/2019,67.150002,67.517502,66.464996,67.120003,65.307114,90420400,AAPL
12/11/2019,67.202499,67.775002,67.125,67.692497,65.864174,78756800,AAPL
12/12/2019,66.945,68.139999,66.830002,67.864998,66.032005,137310400,AAPL
12/13/2019,67.864998,68.824997,67.732498,68.787498,66.929581,133587600,AAPL
12/16/2019,69.25,70.197502,69.245003,69.964996,68.075272,128186000,AAPL
12/17/2019,69.892502,70.442497,69.699997,70.102501,68.209068,114158400,AAPL
12/18/2019,69.949997,70.474998,69.779999,69.934998,68.046097,116028400,AAPL
12/19/2019,69.875,70.294998,69.737503,70.004997,68.114197,98369200,AAPL
12/20/2019,70.557503,70.662498,69.639999,69.860001,67.973122,275978000,AAPL
12/23/2019,70.1325,71.0625,70.092499,71,69.082314,98572000,AAPL
