company_name,date,readability_overall_conf_qna,readability_overall_corp_pres,readability_overall_corp_qna,readability_overall_op_pres,readability_overall_op_qna
AAPL.OQ,2019-Apr-30,17.500000000000004,17.454285714285714,17.359999999999996,16.772857142857145,17.032857142857143
AAPL.OQ,2019-Jan-29,17.53142857142857,17.424285714285713,17.351428571428574,16.741428571428575,17.71857142857143
AAPL.OQ,2019-Jul-30,17.428571428571427,17.58857142857143,17.43857142857143,16.72714285714286,18.014285714285712
AAPL.OQ,2019-Oct-30,17.571428571428573,17.465714285714288,17.024285714285714,16.825714285714284,18.669999999999998
AAPL.OQ,2020-Apr-30,17.785714285714285,17.788571428571426,17.13714285714286,16.771428571428572,18.474285714285713
AAPL.OQ,2020-Jan-28,17.454285714285714,17.494285714285713,17.628571428571426,16.35142857142857,17.702857142857145
AAPL.OQ,2020-Jul-30,17.42571428571429,17.737142857142857,17.267142857142854,16.84714285714286,18.347142857142853
AAPL.OQ,2020-Oct-29,17.437142857142856,17.577142857142857,18.148571428571426,17.284285714285712,18.592857142857145
AAPL.OQ,2021-Apr-28,17.428571428571427,17.671428571428567,16.945714285714285,17.267142857142858,18.005714285714284
AAPL.OQ,2021-Jan-27,17.342857142857145,17.75142857142857,18.06714285714286,17.208571428571428,17.672857142857143
AAPL.OQ,2021-Jul-27,17.59714285714286,17.872857142857146,17.028571428571432,17.215714285714288,17.687142857142856
AAPL.OQ,2021-Oct-28,17.252857142857142,17.432857142857145,17.397142857142857,17.208571428571428,17.82142857142857
AAPL.OQ,2022-Apr-28,17.37,17.65,17.255714285714284,17.082857142857144,18.18285714285714
AAPL.OQ,2022-Jan-27,17.571428571428573,17.602857142857143,18.00857142857143,17.082857142857144,17.779999999999998
AAPL.OQ,2022-Jul-28,17.51857142857143,16.837142857142858,17.391428571428573,17.154285714285713,17.97
AAPL.OQ,2022-Oct-27,17.169999999999998,16.827142857142857,17.118571428571432,17.575714285714284,16.64
AAPL.OQ,2023-Aug-03,17.305714285714284,17.55142857142857,17.385714285714283,17.428571428571427,18.00142857142857
AAPL.OQ,2023-Feb-02,17.577142857142857,16.52857142857143,16.96142857142857,17.238571428571426,17.407142857142855
AAPL.OQ,2023-May-04,16.975714285714286,17.498571428571427,17.26285714285714,17.985714285714284,17.072857142857142
AAPL.OQ,2023-Nov-02,17.38,17.47142857142857,17.165714285714284,17.08857142857143,18.247142857142858
AAPL.OQ,2024-Feb-01,17.595714285714287,17.321428571428573,17.439999999999998,17.12,18.252857142857142
GOOGL.OQ,2019-Apr-29,17.67142857142857,16.61142857142857,17.978571428571428,17.767142857142858,17.67857142857143
GOOGL.OQ,2019-Jul-25,17.575714285714287,16.689999999999998,16.681428571428572,17.805714285714284,17.611428571428572
GOOGL.OQ,2019-Oct-28,17.73,16.779999999999998,17.885714285714286,17.784285714285716,17.80142857142857
GOOGL.OQ,2020-Feb-03,17.62,16.622857142857143,18.217142857142857,18.004285714285718,17.755714285714284
GOOGL.OQ,2020-Jul-30,17.96428571428571,17.062857142857144,17.60571428571429,17.621428571428574,17.747142857142858
GOOGL.OQ,2020-Oct-29,17.65142857142857,16.944285714285716,16.908571428571427,17.59,17.525714285714287
GOOGL.OQ,2021-Apr-27,17.908571428571427,16.617142857142856,16.892857142857142,17.654285714285713,18.104285714285712
GOOGL.OQ,2021-Feb-02,17.51857142857143,16.8,17.307142857142857,17.63142857142857,18.220000000000002
GOOGL.OQ,2021-Jul-27,17.712857142857143,17.587142857142858,16.998571428571427,16.717142857142857,17.26571428571429
GOOGL.OQ,2021-Oct-26,17.88,16.684285714285714,17.707142857142856,17.56,17.917142857142856
GOOGL.OQ,2022-Apr-26,17.948571428571427,16.81142857142857,17.708571428571428,17.654285714285713,18.020000000000003
GOOGL.OQ,2022-Feb-01,17.382857142857144,16.702857142857145,17.18285714285714,17.684285714285714,18.057142857142857
GOOGL.OQ,2022-Jul-26,17.654285714285713,16.574285714285715,17.08142857142857,16.907142857142855,17.724285714285713
GOOGL.OQ,2022-Oct-25,17.52,16.725714285714286,18.1,16.882857142857144,17.65714285714286
GOOGL.OQ,2023-Apr-25,17.694285714285716,16.947142857142858,18.002857142857142,17.669999999999998,17.11285714285714
GOOGL.OQ,2023-Feb-02,18.404285714285717,16.93857142857143,17.251428571428573,17.71,17.164285714285715
GOOGL.OQ,2023-Jul-25,18.32,16.59857142857143,17.917142857142856,16.672857142857143,17.192857142857143
GOOGL.OQ,2023-Oct-24,17.694285714285712,16.922857142857143,17.974285714285713,17.669999999999998,17.395714285714284
GOOGL.OQ,2024-Jan-30,17.8,16.807142857142857,17.172857142857143,17.71,18.14
MSFT.OQ,2018-Oct-24,18.205714285714286,16.299999999999997,17.88714285714286,16.497142857142855,17.335714285714285
MSFT.OQ,2019-Apr-24,17.867142857142856,16.491428571428575,18.072857142857142,17.431428571428572,18.631428571428575
MSFT.OQ,2019-Jan-30,18.082857142857144,16.288571428571426,18.077142857142857,16.985714285714284,18.37714285714286
MSFT.OQ,2019-Jul-18,17.502857142857145,17.234285714285715,17.998571428571427,17.608571428571427,18.507142857142856
MSFT.OQ,2019-Oct-23,17.84714285714286,16.46857142857143,18.277142857142856,17.57857142857143,18.467142857142854
MSFT.OQ,2020-Apr-29,18.445714285714285,16.20285714285714,17.787142857142857,16.698571428571427,18.58142857142857
MSFT.OQ,2020-Jan-29,17.607142857142854,16.257142857142856,17.655714285714286,17.608571428571427,18.472857142857144
MSFT.OQ,2020-Jul-22,18.114285714285717,17.27142857142857,17.68,16.424285714285716,18.42142857142857
MSFT.OQ,2020-Oct-27,17.604285714285716,16.318571428571428,17.849999999999998,16.59857142857143,18.178571428571427
MSFT.OQ,2021-Apr-27,17.194285714285712,16.31285714285714,18.04285714285714,16.428571428571427,18.087142857142855
MSFT.OQ,2021-Jan-26,17.727142857142855,16.294285714285714,18.258571428571432,16.10142857142857,18.577142857142857
MSFT.OQ,2021-Jul-27,17.70142857142857,16.07857142857143,18.184285714285714,16.414285714285715,17.8
MSFT.OQ,2021-Oct-26,17.554285714285715,16.092857142857145,18.035714285714285,16.38285714285714,17.728571428571428
MSFT.OQ,2022-Apr-26,18.057142857142857,17.054285714285715,17.64142857142857,17.057142857142857,18.36285714285714
MSFT.OQ,2022-Jan-25,17.607142857142858,16.334285714285713,17.798571428571428,16.574285714285715,17.914285714285715
MSFT.OQ,2022-Jul-26,17.105714285714285,17.09428571428571,18.245714285714286,17.575714285714284,17.65
MSFT.OQ,2022-Oct-25,17.825714285714287,17.041428571428572,18.185714285714287,17.302857142857142,17.711428571428574
MSFT.OQ,2023-Apr-25,18.12142857142857,17.167142857142856,17.845714285714287,17.27142857142857,18.300000000000004
MSFT.OQ,2023-Jan-24,18.03,16.928571428571427,17.324285714285715,17.13,18.315714285714286
MSFT.OQ,2023-Jul-25,17.962857142857143,17.035714285714285,18.225714285714286,18.37,18.475714285714286
MSFT.OQ,2023-Oct-24,17.88142857142857,17.14,17.619999999999997,18.082857142857144,18.52285714285714
MSFT.OQ,2024-Jan-30,17.994285714285716,17.201428571428572,17.07428571428571,17.31,18.11857142857143
NVDA.OQ,2018-Aug-16,17.704285714285714,17.091428571428573,16.874285714285712,17.09857142857143,18.01857142857143
NVDA.OQ,2018-Nov-15,17.465714285714284,17.071428571428573,16.521428571428572,17.09857142857143,18.07142857142857
NVDA.OQ,2019-Aug-15,17.16142857142857,17.284285714285712,16.75,16.68285714285714,18.194285714285712
NVDA.OQ,2019-Feb-14,17.167142857142856,16.835714285714285,17.294285714285714,17.05142857142857,17.951428571428572
NVDA.OQ,2019-May-16,17.13285714285714,17.224285714285713,16.784285714285712,16.68285714285714,18.06714285714286
NVDA.OQ,2019-Nov-14,17.240000000000002,17.301428571428573,16.695714285714285,16.147142857142857,18.24571428571429
NVDA.OQ,2020-Aug-19,17.427142857142858,16.952857142857145,16.805714285714284,16.12,18.021428571428572
NVDA.OQ,2020-Feb-13,18.189999999999998,17.232857142857146,16.787142857142857,16.70714285714286,18.267142857142858
NVDA.OQ,2020-May-21,17.50142857142857,17.328571428571426,16.324285714285715,15.552857142857144,18.685714285714287
NVDA.OQ,2020-Nov-18,17.802857142857142,16.38285714285714,16.797142857142855,16.164285714285715,17.70285714285714
NVDA.OQ,2021-Aug-18,17.919999999999998,17.267142857142854,17.365714285714287,15.935714285714285,17.94
NVDA.OQ,2021-Feb-24,17.27,17.071428571428573,16.577142857142857,17.654285714285713,18.148571428571426
NVDA.OQ,2021-May-26,18.44142857142857,17.31714285714286,16.83857142857143,15.514285714285714,17.714285714285715
NVDA.OQ,2022-May-25,17.344285714285714,17.235714285714288,16.954285714285714,15.260000000000002,17.529999999999998
NVDA.OQ,2023-Aug-23,17.56142857142857,16.322857142857142,17.15285714285714,15.304285714285715,17.419999999999998
NVDA.OQ,2023-May-24,16.807142857142857,16.73,16.98142857142857,15.687142857142858,18.357142857142858
NVDA.OQ,2023-Nov-21,18.104285714285712,16.544285714285714,16.851428571428574,15.935714285714285,18.03857142857143
NVDA.OQ,2024-Feb-21,17.46857142857143,16.465714285714288,17.19,15.879999999999999,18.201428571428572
